"Country","Year","Qty","Group"
"India","1993",211.99086,"Other Producers"
"India","1994",180.09384,"Other Producers"
"India","1995",240.72156,"Other Producers"
"India","1996",205.02726,"Other Producers"
"India","1997",246.52536,"Other Producers"
"India","1998",265.00608,"Other Producers"
"India","1999",291.995352,"Other Producers"
"India","2000",301.185996,"Other Producers"
"India","2001",288.62478,"Other Producers"
"India","2002",275.27334,"Other Producers"
"India","2003",282.49632,"Other Producers"
"India","2004",275.460612,"Other Producers"
"India","2005",273.977388,"Other Producers"
"India","2006",270.004404,"Other Producers"
"India","2007",261.999564,"Other Producers"
"India","2008",244.29996,"Other Producers"
"India","2009",289.599126,"Other Producers"
"India","2010",335.998404,"Other Producers"
"India","2011",320.012484,"Other Producers"
"India","2012",324.206448,"Other Producers"
"India","2013",304.519872,"Other Producers"
"India","2014",326.99202,"Other Producers"
"India","2015",349.820286,"Other Producers"
"India","2016",369.656616,"Other Producers"
"India","2017",348.793428,"Other Producers"
"India","2018",318.14352,"Other Producers"
"Jamaica","1990",1.35444,"Other Producers"
"Jamaica","1991",2.33922,"Other Producers"
"Jamaica","1992",1.53498,"Other Producers"
"Jamaica","1993",2.05722,"Other Producers"
"Jamaica","1994",2.67588,"Other Producers"
"Jamaica","1995",2.58504,"Other Producers"
"Jamaica","1996",3.23184,"Other Producers"
"Jamaica","1997",2.8215,"Other Producers"
"Jamaica","1998",1.74498,"Other Producers"
"Jamaica","1999",2.27823,"Other Producers"
"Jamaica","2000",2.212644,"Other Producers"
"Jamaica","2001",1.8465,"Other Producers"
"Jamaica","2002",2.22738,"Other Producers"
"Jamaica","2003",2.246826,"Other Producers"
"Jamaica","2004",1.278396,"Other Producers"
"Jamaica","2005",2.056662,"Other Producers"
"Jamaica","2006",2.407176,"Other Producers"
"Jamaica","2007",1.210596,"Other Producers"
"Jamaica","2008",1.91349,"Other Producers"
"Jamaica","2009",1.505052,"Other Producers"
"Jamaica","2010",1.233288,"Other Producers"
"Jamaica","2011",1.440438,"Other Producers"
"Jamaica","2012",1.422954,"Other Producers"
"Jamaica","2013",1.189752,"Other Producers"
"Jamaica","2014",1.263072,"Other Producers"
"Jamaica","2015",1.200726,"Other Producers"
"Jamaica","2016",1.082682,"Other Producers"
"Jamaica","2017",1.143288,"Other Producers"
"Jamaica","2018",1.071258,"Other Producers"
"Kenya","1990",89.1081,"Other Producers"
"Kenya","1991",90.84282,"Other Producers"
"Kenya","1992",78.93288,"Other Producers"
"Kenya","1993",79.68672,"Other Producers"
"Kenya","1994",99.78786,"Other Producers"
"Kenya","1995",99.85404,"Other Producers"
"Kenya","1996",74.80518,"Other Producers"
"Kenya","1997",52.9179,"Other Producers"
"Kenya","1998",70.37292,"Other Producers"
"Kenya","1999",90.11346,"Other Producers"
"Kenya","2000",60.111846,"Other Producers"
"Kenya","2001",59.43186,"Other Producers"
"Kenya","2002",56.72412,"Other Producers"
"Kenya","2003",40.40532,"Other Producers"
"Kenya","2004",44.13498,"Other Producers"
"Kenya","2005",39.6081,"Other Producers"
"Kenya","2006",49.5648,"Other Producers"
"Kenya","2007",39.1263,"Other Producers"
"Kenya","2008",32.4645,"Other Producers"
"Kenya","2009",37.7844,"Other Producers"
"Kenya","2010",38.452416,"Other Producers"
"Kenya","2011",45.438918,"Other Producers"
"Kenya","2012",52.52673,"Other Producers"
"Kenya","2013",50.577006,"Other Producers"
"Kenya","2014",46.185774,"Other Producers"
"Kenya","2015",47.950026,"Other Producers"
"Kenya","2016",47.56605,"Other Producers"
"Kenya","2017",47.371008,"Other Producers"
"Kenya","2018",55.825176,"Other Producers"
"Lao People's Democratic Republic","1990",0,"Other Producers"
"Lao People's Democratic Republic","1991",0,"Other Producers"
"Lao People's Democratic Republic","1992",0,"Other Producers"
"Lao People's Democratic Republic","1993",0,"Other Producers"
"Lao People's Democratic Republic","1994",0,"Other Producers"
"Lao People's Democratic Republic","1995",0,"Other Producers"
"Lao People's Democratic Republic","1996",0,"Other Producers"
"Lao People's Democratic Republic","1997",0,"Other Producers"
"Lao People's Democratic Republic","1998",10.28544,"Other Producers"
"Lao People's Democratic Republic","1999",14.32632,"Other Producers"
"Lao People's Democratic Republic","2000",12.7311,"Other Producers"
"Lao People's Democratic Republic","2001",15.488712,"Other Producers"
"Lao People's Democratic Republic","2002",24.120258,"Other Producers"
"Lao People's Democratic Republic","2003",21.68775,"Other Producers"
"Lao People's Democratic Republic","2004",22.766502,"Other Producers"
"Lao People's Democratic Republic","2005",16.77876,"Other Producers"
"Lao People's Democratic Republic","2006",23.465916,"Other Producers"
"Lao People's Democratic Republic","2007",23.58738,"Other Producers"
"Lao People's Democratic Republic","2008",24.336624,"Other Producers"
"Lao People's Democratic Republic","2009",26.032134,"Other Producers"
"Lao People's Democratic Republic","2010",32.661696,"Other Producers"
"Lao People's Democratic Republic","2011",30.840006,"Other Producers"
"Lao People's Democratic Republic","2012",32.430138,"Other Producers"
"Lao People's Democratic Republic","2013",32.665032,"Other Producers"
"Lao People's Democratic Republic","2014",33.149544,"Other Producers"
"Lao People's Democratic Republic","2015",32.109522,"Other Producers"
"Lao People's Democratic Republic","2016",30.619548,"Other Producers"
"Lao People's Democratic Republic","2017",32.002182,"Other Producers"
"Lao People's Democratic Republic","2018",30.197448,"Other Producers"
"Liberia","1990",0.18,"Other Producers"
"Liberia","1991",0.18,"Other Producers"
"Liberia","1992",0.18,"Other Producers"
"Liberia","1993",0.3,"Other Producers"
"Liberia","1994",0.3,"Other Producers"
"Liberia","1995",0.3,"Other Producers"
"Liberia","1996",0.3,"Other Producers"
"Liberia","1997",0.3,"Other Producers"
"Liberia","1998",1.06674,"Other Producers"
"Liberia","1999",0.72978,"Other Producers"
"Liberia","2000",0.7383,"Other Producers"
"Liberia","2001",0.70998,"Other Producers"
"Liberia","2002",0.74892,"Other Producers"
"Liberia","2003",0.3048,"Other Producers"
"Liberia","2004",0.3468,"Other Producers"
"Liberia","2005",0.32166,"Other Producers"
"Liberia","2006",0.403656,"Other Producers"
"Liberia","2007",0.411066,"Other Producers"
"Liberia","2008",0.744702,"Other Producers"
"Liberia","2009",0.76152,"Other Producers"
"Liberia","2010",0.626316,"Other Producers"
"Liberia","2011",0.614124,"Other Producers"
"Liberia","2012",0.607278,"Other Producers"
"Liberia","2013",0.35634,"Other Producers"
"Liberia","2014",0.424398,"Other Producers"
"Liberia","2015",0.602802,"Other Producers"
"Liberia","2016",0.725202,"Other Producers"
"Liberia","2017",0.9783,"Other Producers"
"Liberia","2018",0.438198,"Other Producers"
"Mexico","1990",280.4547,"Other Producers"
"Mexico","1991",283.63236,"Other Producers"
"Mexico","1992",204.04866,"Other Producers"
"Mexico","1993",301.40928,"Other Producers"
"Mexico","1994",249.52662,"Other Producers"
"Mexico","1995",317.99328,"Other Producers"
"Mexico","1996",306.57306,"Other Producers"
"Mexico","1997",288.09366,"Other Producers"
"Mexico","1998",288.08088,"Other Producers"
"Mexico","1999",373.12059,"Other Producers"
"Mexico","2000",288.898734,"Other Producers"
"Mexico","2001",266.30424,"Other Producers"
"Mexico","2002",261.08556,"Other Producers"
"Mexico","2003",252.061158,"Other Producers"
"Mexico","2004",232.040844,"Other Producers"
"Mexico","2005",253.479822,"Other Producers"
"Mexico","2006",252.020286,"Other Producers"
"Mexico","2007",249.019098,"Other Producers"
"Mexico","2008",279.038952,"Other Producers"
"Mexico","2009",246.517458,"Other Producers"
"Mexico","2010",240.085914,"Other Producers"
"Mexico","2011",273.663468,"Other Producers"
"Mexico","2012",259.616532,"Other Producers"
"Mexico","2013",234.988596,"Other Producers"
"Mexico","2014",218.184042,"Other Producers"
"Mexico","2015",166.322358,"Other Producers"
"Mexico","2016",218.117694,"Other Producers"
"Mexico","2017",269.074884,"Other Producers"
"Mexico","2018",261.042072,"Other Producers"
"Nepal","1990",0,"Other Producers"
"Nepal","1991",0,"Other Producers"
"Nepal","1992",0,"Other Producers"
"Nepal","1993",0,"Other Producers"
"Nepal","1994",0,"Other Producers"
"Nepal","1995",0,"Other Producers"
"Nepal","1996",0,"Other Producers"
"Nepal","1997",0,"Other Producers"
"Nepal","1998",0,"Other Producers"
"Nepal","1999",0,"Other Producers"
"Nepal","2000",0,"Other Producers"
"Nepal","2001",0,"Other Producers"
"Nepal","2002",0,"Other Producers"
"Nepal","2003",0.054,"Other Producers"
"Nepal","2004",0.057,"Other Producers"
"Nepal","2005",0.078,"Other Producers"
"Nepal","2006",0.135,"Other Producers"
"Nepal","2007",0.075444,"Other Producers"
"Nepal","2008",0.087744,"Other Producers"
"Nepal","2009",0.066498,"Other Producers"
"Nepal","2010",0.18495,"Other Producers"
"Nepal","2011",0.120666,"Other Producers"
"Nepal","2012",0.072438,"Other Producers"
"Nepal","2013",0.054324,"Other Producers"
"Nepal","2014",0.128268,"Other Producers"
"Nepal","2015",0.100578,"Other Producers"
"Nepal","2016",0.085968,"Other Producers"
"Nepal","2017",0.147162,"Other Producers"
"Nepal","2018",0.041472,"Other Producers"
"Nicaragua","1990",27.66468,"Other Producers"
"Nicaragua","1991",42.42402,"Other Producers"
"Nicaragua","1992",32.83764,"Other Producers"
"Nicaragua","1993",42.3678,"Other Producers"
"Nicaragua","1994",40.97814,"Other Producers"
"Nicaragua","1995",59.08056,"Other Producers"
"Nicaragua","1996",47.5983,"Other Producers"
"Nicaragua","1997",65.01138,"Other Producers"
"Nicaragua","1998",64.3848,"Other Producers"
"Nicaragua","1999",93.243288,"Other Producers"
"Nicaragua","2000",94.345956,"Other Producers"
"Nicaragua","2001",64.72512,"Other Producers"
"Nicaragua","2002",70.20102,"Other Producers"
"Nicaragua","2003",90.54588,"Other Producers"
"Nicaragua","2004",64.08462,"Other Producers"
"Nicaragua","2005",85.90869,"Other Producers"
"Nicaragua","2006",85.675572,"Other Producers"
"Nicaragua","2007",114.340284,"Other Producers"
"Nicaragua","2008",86.684052,"Other Producers"
"Nicaragua","2009",112.267236,"Other Producers"
"Nicaragua","2010",98.269296,"Other Producers"
"Nicaragua","2011",131.60526,"Other Producers"
"Nicaragua","2012",112.408494,"Other Producers"
"Nicaragua","2013",123.591768,"Other Producers"
"Nicaragua","2014",113.860968,"Other Producers"
"Nicaragua","2015",127.825326,"Other Producers"
"Nicaragua","2016",153.317886,"Other Producers"
"Nicaragua","2017",157.037124,"Other Producers"
"Nicaragua","2018",150.61677,"Other Producers"
"Nigeria","1990",1.7514,"Other Producers"
"Nigeria","1991",2.65878,"Other Producers"
"Nigeria","1992",2.93292,"Other Producers"
"Nigeria","1993",2.71914,"Other Producers"
"Nigeria","1994",3.09786,"Other Producers"
"Nigeria","1995",3.18228,"Other Producers"
"Nigeria","1996",2.7585,"Other Producers"
"Nigeria","1997",2.68002,"Other Producers"
"Nigeria","1998",3.2043,"Other Producers"
"Nigeria","1999",2.70402,"Other Producers"
"Nigeria","2000",2.96586,"Other Producers"
"Nigeria","2001",2.64018,"Other Producers"
"Nigeria","2002",2.9889,"Other Producers"
"Nigeria","2003",2.769024,"Other Producers"
"Nigeria","2004",2.708274,"Other Producers"
"Nigeria","2005",4.114308,"Other Producers"
"Nigeria","2006",3.044106,"Other Producers"
"Nigeria","2007",2.529948,"Other Producers"
"Nigeria","2008",3.000288,"Other Producers"
"Nigeria","2009",2.056122,"Other Producers"
"Nigeria","2010",2.523318,"Other Producers"
"Nigeria","2011",2.812776,"Other Producers"
"Nigeria","2012",2.445822,"Other Producers"
"Nigeria","2013",2.451492,"Other Producers"
"Nigeria","2014",2.567892,"Other Producers"
"Nigeria","2015",2.476692,"Other Producers"
"Nigeria","2016",2.599092,"Other Producers"
"Nigeria","2017",2.537286,"Other Producers"
"Nigeria","2018",2.497248,"Other Producers"
"Panama","1990",12.89922,"Other Producers"
"Panama","1991",11.55192,"Other Producers"
"Panama","1992",11.81868,"Other Producers"
"Panama","1993",8.52396,"Other Producers"
"Panama","1994",14.89878,"Other Producers"
"Panama","1995",12.56688,"Other Producers"
"Panama","1996",12.64452,"Other Producers"
"Panama","1997",13.04814,"Other Producers"
"Panama","1998",11.51976,"Other Producers"
"Panama","1999",9.98286,"Other Producers"
"Panama","2000",10.21356,"Other Producers"
"Panama","2001",9.59634,"Other Producers"
"Panama","2002",8.39772,"Other Producers"
"Panama","2003",10.32372,"Other Producers"
"Panama","2004",5.423352,"Other Producers"
"Panama","2005",10.579842,"Other Producers"
"Panama","2006",10.38609,"Other Producers"
"Panama","2007",10.563318,"Other Producers"
"Panama","2008",8.949654,"Other Producers"
"Panama","2009",8.264358,"Other Producers"
"Panama","2010",6.830994,"Other Producers"
"Panama","2011",6.337884,"Other Producers"
"Panama","2012",6.931188,"Other Producers"
"Panama","2013",6.80811,"Other Producers"
"Panama","2014",6.373014,"Other Producers"
"Panama","2015",7.624704,"Other Producers"
"Panama","2016",7.211412,"Other Producers"
"Panama","2017",6.273726,"Other Producers"
"Panama","2018",7.818126,"Other Producers"
"Sierra Leone","1990",2.56698,"Other Producers"
"Sierra Leone","1991",3.26274,"Other Producers"
"Sierra Leone","1992",2.34504,"Other Producers"
"Sierra Leone","1993",2.24706,"Other Producers"
"Sierra Leone","1994",4.36428,"Other Producers"
"Sierra Leone","1995",2.62608,"Other Producers"
"Sierra Leone","1996",2.4546,"Other Producers"
"Sierra Leone","1997",2.98074,"Other Producers"
"Sierra Leone","1998",1.61292,"Other Producers"
"Sierra Leone","1999",3.5412,"Other Producers"
"Sierra Leone","2000",2.9493,"Other Producers"
"Sierra Leone","2001",4.752,"Other Producers"
"Sierra Leone","2002",2.503734,"Other Producers"
"Sierra Leone","2003",2.130978,"Other Producers"
"Sierra Leone","2004",0.87153,"Other Producers"
"Sierra Leone","2005",3.597972,"Other Producers"
"Sierra Leone","2006",1.88832,"Other Producers"
"Sierra Leone","2007",2.400066,"Other Producers"
"Sierra Leone","2008",5.177136,"Other Producers"
"Sierra Leone","2009",5.442102,"Other Producers"
"Sierra Leone","2010",1.974876,"Other Producers"
"Sierra Leone","2011",4.697874,"Other Producers"
"Sierra Leone","2012",3.670998,"Other Producers"
"Sierra Leone","2013",1.904076,"Other Producers"
"Sierra Leone","2014",2.786868,"Other Producers"
"Sierra Leone","2015",2.755656,"Other Producers"
"Sierra Leone","2016",2.275302,"Other Producers"
"Sierra Leone","2017",2.276784,"Other Producers"
"Sierra Leone","2018",1.859406,"Other Producers"
"Sri Lanka","1990",5.7522,"Other Producers"
"Sri Lanka","1991",4.89294,"Other Producers"
"Sri Lanka","1992",3.19086,"Other Producers"
"Sri Lanka","1993",3.2274,"Other Producers"
"Sri Lanka","1994",2.54688,"Other Producers"
"Sri Lanka","1995",2.1357,"Other Producers"
"Sri Lanka","1996",2.21994,"Other Producers"
"Sri Lanka","1997",3.45504,"Other Producers"
"Sri Lanka","1998",2.74428,"Other Producers"
"Sri Lanka","1999",1.90296,"Other Producers"
"Sri Lanka","2000",1.9968,"Other Producers"
"Sri Lanka","2001",1.89186,"Other Producers"
"Sri Lanka","2002",2.062842,"Other Producers"
"Sri Lanka","2003",2.213652,"Other Producers"
"Sri Lanka","2004",1.898622,"Other Producers"
"Sri Lanka","2005",2.096592,"Other Producers"
"Sri Lanka","2006",1.9725,"Other Producers"
"Sri Lanka","2007",2.009436,"Other Producers"
"Sri Lanka","2008",1.851864,"Other Producers"
"Sri Lanka","2009",1.890192,"Other Producers"
"Sri Lanka","2010",2.225262,"Other Producers"
"Sri Lanka","2011",2.141958,"Other Producers"
"Sri Lanka","2012",2.114904,"Other Producers"
"Sri Lanka","2013",2.22495,"Other Producers"
"Sri Lanka","2014",2.142108,"Other Producers"
"Sri Lanka","2015",2.171598,"Other Producers"
"Sri Lanka","2016",2.202966,"Other Producers"
"Sri Lanka","2017",2.206974,"Other Producers"
"Sri Lanka","2018",2.163954,"Other Producers"
"Thailand","1990",45.42102,"Other Producers"
"Thailand","1991",88.13616,"Other Producers"
"Thailand","1992",75.2967,"Other Producers"
"Thailand","1993",76.51206,"Other Producers"
"Thailand","1994",83.9481,"Other Producers"
"Thailand","1995",79.03356,"Other Producers"
"Thailand","1996",84.21486,"Other Producers"
"Thailand","1997",77.58456,"Other Producers"
"Thailand","1998",54.95916,"Other Producers"
"Thailand","1999",76.370268,"Other Producers"
"Thailand","2000",101.534052,"Other Producers"
"Thailand","2001",42.87,"Other Producers"
"Thailand","2002",43.914,"Other Producers"
"Thailand","2003",49.59402,"Other Producers"
"Thailand","2004",53.06298,"Other Producers"
"Thailand","2005",63.837906,"Other Producers"
"Thailand","2006",49.348134,"Other Producers"
"Thailand","2007",39.025248,"Other Producers"
"Thailand","2008",40.473756,"Other Producers"
"Thailand","2009",47.68779,"Other Producers"
"Thailand","2010",49.690404,"Other Producers"
"Thailand","2011",49.87653,"Other Producers"
"Thailand","2012",36.485676,"Other Producers"
"Thailand","2013",38.280228,"Other Producers"
"Thailand","2014",50.693226,"Other Producers"
"Thailand","2015",45.718848,"Other Producers"
"Thailand","2016",32.25261,"Other Producers"
"Thailand","2017",38.29395,"Other Producers"
"Thailand","2018",28.920414,"Other Producers"
"Togo","1990",9.67848,"Other Producers"
"Togo","1991",25.95912,"Other Producers"
"Togo","1992",5.13888,"Other Producers"
"Togo","1993",11.69634,"Other Producers"
"Togo","1994",10.57776,"Other Producers"
"Togo","1995",5.06406,"Other Producers"
"Togo","1996",17.43516,"Other Producers"
"Togo","1997",13.26468,"Other Producers"
"Togo","1998",19.28916,"Other Producers"
"Togo","1999",15.76848,"Other Producers"
"Togo","2000",11.84406,"Other Producers"
"Togo","2001",6.72108,"Other Producers"
"Togo","2002",4.0923,"Other Producers"
"Togo","2003",8.62752,"Other Producers"
"Togo","2004",9.93132,"Other Producers"
"Togo","2005",8.404554,"Other Producers"
"Togo","2006",8.037,"Other Producers"
"Togo","2007",7.50786,"Other Producers"
"Togo","2008",8.265186,"Other Producers"
"Togo","2009",12.112986,"Other Producers"
"Togo","2010",9.617472,"Other Producers"
"Togo","2011",9.60282,"Other Producers"
"Togo","2012",5.043534,"Other Producers"
"Togo","2013",10.290354,"Other Producers"
"Togo","2014",8.594502,"Other Producers"
"Togo","2015",4.855392,"Other Producers"
"Togo","2016",1.396632,"Other Producers"
"Togo","2017",6.882948,"Other Producers"
"Togo","2018",4.459914,"Other Producers"
"Trinidad & Tobago","1990",0.87486,"Other Producers"
"Trinidad & Tobago","1991",1.06752,"Other Producers"
"Trinidad & Tobago","1992",0.85968,"Other Producers"
"Trinidad & Tobago","1993",0.96474,"Other Producers"
"Trinidad & Tobago","1994",1.1061,"Other Producers"
"Trinidad & Tobago","1995",1.05774,"Other Producers"
"Trinidad & Tobago","1996",1.09128,"Other Producers"
"Trinidad & Tobago","1997",1.16352,"Other Producers"
"Trinidad & Tobago","1998",1.02108,"Other Producers"
"Trinidad & Tobago","1999",1.0134,"Other Producers"
"Trinidad & Tobago","2000",0.98358,"Other Producers"
"Trinidad & Tobago","2001",0.9699,"Other Producers"
"Trinidad & Tobago","2002",0.993144,"Other Producers"
"Trinidad & Tobago","2003",0.965802,"Other Producers"
"Trinidad & Tobago","2004",0.90741,"Other Producers"
"Trinidad & Tobago","2005",0.891744,"Other Producers"
"Trinidad & Tobago","2006",0.701886,"Other Producers"
"Trinidad & Tobago","2007",0.728094,"Other Producers"
"Trinidad & Tobago","2008",0.685164,"Other Producers"
"Trinidad & Tobago","2009",0.684414,"Other Producers"
"Trinidad & Tobago","2010",0.621522,"Other Producers"
"Trinidad & Tobago","2011",0.669462,"Other Producers"
"Trinidad & Tobago","2012",0.733632,"Other Producers"
"Trinidad & Tobago","2013",0.733452,"Other Producers"
"Trinidad & Tobago","2014",0.720078,"Other Producers"
"Trinidad & Tobago","2015",0.707382,"Other Producers"
"Trinidad & Tobago","2016",0.707466,"Other Producers"
"Trinidad & Tobago","2017",0.720054,"Other Producers"
"Trinidad & Tobago","2018",0.741882,"Other Producers"
"Uganda","1990",117.30054,"Other Producers"
"Uganda","1991",125.28006,"Other Producers"
"Uganda","1992",131.10444,"Other Producers"
"Uganda","1993",188.50236,"Other Producers"
"Uganda","1994",143.56518,"Other Producers"
"Uganda","1995",194.61504,"Other Producers"
"Uganda","1996",205.12344,"Other Producers"
"Uganda","1997",206.39208,"Other Producers"
"Uganda","1998",203.15034,"Other Producers"
"Uganda","1999",171.74682,"Other Producers"
"Uganda","2000",204.04098,"Other Producers"
"Uganda","2001",189.46662,"Other Producers"
"Uganda","2002",173.40348,"Other Producers"
"Uganda","2003",155.91192,"Other Producers"
"Uganda","2004",156.75714,"Other Producers"
"Uganda","2005",130.51206,"Other Producers"
"Uganda","2006",173.6496,"Other Producers"
"Uganda","2007",209.37888,"Other Producers"
"Uganda","2008",200.11002,"Other Producers"
"Uganda","2009",173.63256,"Other Producers"
"Uganda","2010",196.03392,"Other Producers"
"Uganda","2011",186.90378,"Other Producers"
"Uganda","2012",234.81012,"Other Producers"
"Uganda","2013",217.97202,"Other Producers"
"Uganda","2014",224.66862,"Other Producers"
"Uganda","2015",218.97402,"Other Producers"
"Uganda","2016",297.72948,"Other Producers"
"Uganda","2017",275.80878,"Other Producers"
"Uganda","2018",282.23784,"Other Producers"
"Venezuela","1990",67.34862,"Other Producers"
"Venezuela","1991",56.44224,"Other Producers"
"Venezuela","1992",72.91788,"Other Producers"
"Venezuela","1993",79.97286,"Other Producers"
"Venezuela","1994",59.33976,"Other Producers"
"Venezuela","1995",87.99324,"Other Producers"
"Venezuela","1996",72.36972,"Other Producers"
"Venezuela","1997",57.0771,"Other Producers"
"Venezuela","1998",95.83674,"Other Producers"
"Venezuela","1999",82.0101,"Other Producers"
"Venezuela","2000",86.99544,"Other Producers"
"Venezuela","2001",75.87678,"Other Producers"
"Venezuela","2002",89.015376,"Other Producers"
"Venezuela","2003",85.231482,"Other Producers"
"Venezuela","2004",79.592016,"Other Producers"
"Venezuela","2005",90.378054,"Other Producers"
"Venezuela","2006",94.253766,"Other Producers"
"Venezuela","2007",91.22703,"Other Producers"
"Venezuela","2008",55.945314,"Other Producers"
"Venezuela","2009",72.822366,"Other Producers"
"Venezuela","2010",72.128028,"Other Producers"
"Venezuela","2011",54.124302,"Other Producers"
"Venezuela","2012",57.145206,"Other Producers"
"Venezuela","2013",48.226128,"Other Producers"
"Venezuela","2014",39.023898,"Other Producers"
"Venezuela","2015",30.007554,"Other Producers"
"Venezuela","2016",31.5,"Other Producers"
"Venezuela","2017",34.290768,"Other Producers"
"Venezuela","2018",31.515612,"Other Producers"
"Viet Nam","1990",78.61728,"Other Producers"
"Viet Nam","1991",86.27088,"Other Producers"
"Viet Nam","1992",140.42682,"Other Producers"
"Viet Nam","1993",181.21296,"Other Producers"
"Viet Nam","1994",217.89654,"Other Producers"
"Viet Nam","1995",238.20516,"Other Producers"
"Viet Nam","1996",345.14886,"Other Producers"
"Viet Nam","1997",418.73652,"Other Producers"
"Viet Nam","1998",423.10332,"Other Producers"
"Viet Nam","1999",697.854828,"Other Producers"
"Viet Nam","2000",890.47854,"Other Producers"
"Viet Nam","2001",785.59464,"Other Producers"
"Viet Nam","2002",694.4361,"Other Producers"
"Viet Nam","2003",920.24112,"Other Producers"
"Viet Nam","2004",862.22718,"Other Producers"
"Viet Nam","2005",830.510178,"Other Producers"
"Viet Nam","2006",1160.385006,"Other Producers"
"Viet Nam","2007",984.305928,"Other Producers"
"Viet Nam","2008",1106.287206,"Other Producers"
"Viet Nam","2009",1069.520718,"Other Producers"
"Viet Nam","2010",1199.999994,"Other Producers"
"Viet Nam","2011",1589.976666,"Other Producers"
"Viet Nam","2012",1404.126342,"Other Producers"
"Viet Nam","2013",1656.586884,"Other Producers"
"Viet Nam","2014",1589.990424,"Other Producers"
"Viet Nam","2015",1724.195646,"Other Producers"
"Viet Nam","2016",1532.417592,"Other Producers"
"Viet Nam","2017",1673.25933,"Other Producers"
"Viet Nam","2018",1870.444452,"Other Producers"
"Yemen","1990",0,"Other Producers"
"Yemen","1991",0,"Other Producers"
"Yemen","1992",0,"Other Producers"
"Yemen","1993",0,"Other Producers"
"Yemen","1994",0,"Other Producers"
"Yemen","1995",0,"Other Producers"
"Yemen","1996",0,"Other Producers"
"Yemen","1997",0,"Other Producers"
"Yemen","1998",4.122042,"Other Producers"
"Yemen","1999",3.63474,"Other Producers"
"Yemen","2000",3.83616,"Other Producers"
"Yemen","2001",3.73311,"Other Producers"
"Yemen","2002",3.404676,"Other Producers"
"Yemen","2003",11.598162,"Other Producers"
"Yemen","2004",12.333534,"Other Producers"
"Yemen","2005",12.190848,"Other Producers"
"Yemen","2006",12.43404,"Other Producers"
"Yemen","2007",11.877222,"Other Producers"
"Yemen","2008",13.187808,"Other Producers"
"Yemen","2009",8.110896,"Other Producers"
"Yemen","2010",9.67005,"Other Producers"
"Yemen","2011",11.104062,"Other Producers"
"Yemen","2012",11.251506,"Other Producers"
"Yemen","2013",11.237886,"Other Producers"
"Yemen","2014",10.702884,"Other Producers"
"Yemen","2015",9.37476,"Other Producers"
"Yemen","2016",8.607198,"Other Producers"
"Yemen","2017",7.927686,"Other Producers"
"Yemen","2018",6.36441,"Other Producers"
